anchor,hyponym,class,stimulus
fastener,cufflink,taxonomic_high_sim,"Given that cufflinks are daxable, is it true that fasteners are daxable? Answer with Yes/No:"
clothing,jumpsuit,taxonomic_low_sim,"Given that jumpsuits are daxable, is it true that clothings are daxable? Answer with Yes/No:"
animal,anteater,taxonomic_high_sim,"Given that anteaters are daxable, is it true that animals are daxable? Answer with Yes/No:"
animal,clam,taxonomic_high_sim,"Given that clams are daxable, is it true that animals are daxable? Answer with Yes/No:"
kitchen equipment,slicer,taxonomic_low_sim,"Given that slicers are daxable, is it true that kitchen equipment are daxable? Answer with Yes/No:"
office supply,file,taxonomic_low_sim,"Given that files are daxable, is it true that office supplies are daxable? Answer with Yes/No:"
breakfast,muffin,taxonomic_high_sim,"Given that muffins are daxable, is it true that breakfasts are daxable? Answer with Yes/No:"
food,brussels sprouts,taxonomic_low_sim,"Given that brussels sprouts are daxable, is it true that food is daxable? Answer with Yes/No:"
tool,saw,taxonomic_high_sim,"Given that saws are daxable, is it true that tools are daxable? Answer with Yes/No:"
tool,crowbar,taxonomic_high_sim,"Given that crowbars are daxable, is it true that tools are daxable? Answer with Yes/No:"
tool,staple gun,taxonomic_low_sim,"Given that staple guns are daxable, is it true that tools are daxable? Answer with Yes/No:"
food,rice,taxonomic_high_sim,"Given that rice is daxable, is it true that food is daxable? Answer with Yes/No:"
livestock,bull,taxonomic_low_sim,"Given that bulls are daxable, is it true that livestocks are daxable? Answer with Yes/No:"
office supply,pencil sharpener,taxonomic_high_sim,"Given that pencil sharpeners are daxable, is it true that office supplies are daxable? Answer with Yes/No:"
vegetable,gourd,taxonomic_low_sim,"Given that gourds are daxable, is it true that vegetables are daxable? Answer with Yes/No:"
animal,bat,taxonomic_high_sim,"Given that bats are daxable, is it true that animals are daxable? Answer with Yes/No:"
animal,pheasant,taxonomic_low_sim,"Given that pheasants are daxable, is it true that animals are daxable? Answer with Yes/No:"
auto part,bumper,taxonomic_high_sim,"Given that bumpers are daxable, is it true that auto parts are daxable? Answer with Yes/No:"
game,computer,taxonomic_low_sim,"Given that computers are daxable, is it true that games are daxable? Answer with Yes/No:"
breakfast,pancake,taxonomic_high_sim,"Given that pancakes are daxable, is it true that breakfasts are daxable? Answer with Yes/No:"
livestock,goat,taxonomic_high_sim,"Given that goats are daxable, is it true that livestocks are daxable? Answer with Yes/No:"
weapon,bazooka,taxonomic_high_sim,"Given that bazookas are daxable, is it true that weapons are daxable? Answer with Yes/No:"
food,burrito,taxonomic_low_sim,"Given that burritoes are daxable, is it true that food is daxable? Answer with Yes/No:"
women's clothing,tube top,taxonomic_high_sim,"Given that tube tops are daxable, is it true that women's clothings are daxable? Answer with Yes/No:"
clothing,sock,taxonomic_low_sim,"Given that socks are daxable, is it true that clothings are daxable? Answer with Yes/No:"
condiment,cream cheese,taxonomic_low_sim,"Given that a cream cheese is daxable, is it true that condiments are daxable? Answer with Yes/No:"
tool,scissors,taxonomic_high_sim,"Given that scissors are daxable, is it true that tools are daxable? Answer with Yes/No:"
electronic device,centrifuge,taxonomic_low_sim,"Given that centrifuges are daxable, is it true that electronic devices are daxable? Answer with Yes/No:"
vehicle,boat,taxonomic_high_sim,"Given that boats are daxable, is it true that vehicles are daxable? Answer with Yes/No:"
clothing,lab coat,taxonomic_high_sim,"Given that lab coats are daxable, is it true that clothings are daxable? Answer with Yes/No:"
food,okra,taxonomic_high_sim,"Given that okras are daxable, is it true that food is daxable? Answer with Yes/No:"
food,crayfish,taxonomic_high_sim,"Given that crayfish are daxable, is it true that food is daxable? Answer with Yes/No:"
jewelry,barrette,taxonomic_low_sim,"Given that barrettes are daxable, is it true that jewelry is daxable? Answer with Yes/No:"
container,syringe,taxonomic_low_sim,"Given that syringes are daxable, is it true that containers are daxable? Answer with Yes/No:"
food,saffron,taxonomic_high_sim,"Given that saffron is daxable, is it true that food is daxable? Answer with Yes/No:"
animal,snail,taxonomic_low_sim,"Given that snails are daxable, is it true that animals are daxable? Answer with Yes/No:"
container,wallet,taxonomic_low_sim,"Given that wallets are daxable, is it true that containers are daxable? Answer with Yes/No:"
animal,hippopotamus,taxonomic_high_sim,"Given that hippos are daxable, is it true that animals are daxable? Answer with Yes/No:"
container,swimming pool,taxonomic_low_sim,"Given that swimming pools are daxable, is it true that containers are daxable? Answer with Yes/No:"
animal,poodle,taxonomic_high_sim,"Given that poodles are daxable, is it true that animals are daxable? Answer with Yes/No:"
food,corn,taxonomic_high_sim,"Given that corns are daxable, is it true that food is daxable? Answer with Yes/No:"
food,oyster,taxonomic_low_sim,"Given that oysters are daxable, is it true that food is daxable? Answer with Yes/No:"
livestock,pig,taxonomic_low_sim,"Given that pigs are daxable, is it true that livestocks are daxable? Answer with Yes/No:"
livestock,sheep,taxonomic_high_sim,"Given that sheeps are daxable, is it true that livestocks are daxable? Answer with Yes/No:"
plant,cabbage,taxonomic_low_sim,"Given that cabbages are daxable, is it true that plants are daxable? Answer with Yes/No:"
mammal,moose,taxonomic_low_sim,"Given that a moose is daxable, is it true that mammals are daxable? Answer with Yes/No:"
food,mussel,taxonomic_high_sim,"Given that mussels are daxable, is it true that food is daxable? Answer with Yes/No:"
food,poppy,taxonomic_low_sim,"Given that poppies are daxable, is it true that food is daxable? Answer with Yes/No:"
drink,latte,taxonomic_low_sim,"Given that lattes are daxable, is it true that drinks are daxable? Answer with Yes/No:"
animal,fly,taxonomic_low_sim,"Given that flies are daxable, is it true that animals are daxable? Answer with Yes/No:"
kitchen tool,peeler,taxonomic_high_sim,"Given that peelers are daxable, is it true that kitchen tools are daxable? Answer with Yes/No:"
container,cooker,taxonomic_low_sim,"Given that cookers are daxable, is it true that containers are daxable? Answer with Yes/No:"
animal,shark,taxonomic_low_sim,"Given that sharks are daxable, is it true that animals are daxable? Answer with Yes/No:"
kitchen equipment,stove,taxonomic_high_sim,"Given that stoves are daxable, is it true that kitchen equipment are daxable? Answer with Yes/No:"
home decor,candelabra,taxonomic_high_sim,"Given that candelabras are daxable, is it true that home decors are daxable? Answer with Yes/No:"
clothing,coat,taxonomic_high_sim,"Given that coats are daxable, is it true that clothings are daxable? Answer with Yes/No:"
tool,scalpel,taxonomic_low_sim,"Given that scalpels are daxable, is it true that tools are daxable? Answer with Yes/No:"
animal,seagull,taxonomic_low_sim,"Given that seagulls are daxable, is it true that animals are daxable? Answer with Yes/No:"
electronic device,computer screen,taxonomic_high_sim,"Given that computer screens are daxable, is it true that electronic devices are daxable? Answer with Yes/No:"
tool,nutcracker,taxonomic_low_sim,"Given that nutcrackers are daxable, is it true that tools are daxable? Answer with Yes/No:"
mammal,panther,taxonomic_high_sim,"Given that panthers are daxable, is it true that mammals are daxable? Answer with Yes/No:"
vehicle,firetruck,taxonomic_high_sim,"Given that firetrucks are daxable, is it true that vehicles are daxable? Answer with Yes/No:"
tool,tweezers,taxonomic_high_sim,"Given that tweezers are daxable, is it true that tools are daxable? Answer with Yes/No:"
musical instrument,gong,taxonomic_high_sim,"Given that gongs are daxable, is it true that musical instruments are daxable? Answer with Yes/No:"
protective clothing,coverall,taxonomic_high_sim,"Given that coveralls are daxable, is it true that protective clothing is daxable? Answer with Yes/No:"
animal,caterpillar,taxonomic_high_sim,"Given that caterpillars are daxable, is it true that animals are daxable? Answer with Yes/No:"
footwear,iceskate,taxonomic_low_sim,"Given that iceskates are daxable, is it true that footwears are daxable? Answer with Yes/No:"
clothing,bra,taxonomic_high_sim,"Given that bras are daxable, is it true that clothings are daxable? Answer with Yes/No:"
food,lobster,taxonomic_high_sim,"Given that lobsters are daxable, is it true that food is daxable? Answer with Yes/No:"
plant,daisy,taxonomic_low_sim,"Given that daisies are daxable, is it true that plants are daxable? Answer with Yes/No:"
protective clothing,overalls,taxonomic_low_sim,"Given that overalls are daxable, is it true that protective clothing is daxable? Answer with Yes/No:"
animal,zebra,taxonomic_low_sim,"Given that zebras are daxable, is it true that animals are daxable? Answer with Yes/No:"
accessory,handkerchief,taxonomic_high_sim,"Given that handkerchiefs are daxable, is it true that accessories are daxable? Answer with Yes/No:"
food,chili,taxonomic_low_sim,"Given that chilies are daxable, is it true that food is daxable? Answer with Yes/No:"
food,souffle,taxonomic_high_sim,"Given that souffles are daxable, is it true that food is daxable? Answer with Yes/No:"
container,backpack,taxonomic_low_sim,"Given that backpacks are daxable, is it true that containers are daxable? Answer with Yes/No:"
clothing,crown,taxonomic_low_sim,"Given that crowns are daxable, is it true that clothings are daxable? Answer with Yes/No:"
food,scallop,taxonomic_high_sim,"Given that scallops are daxable, is it true that food is daxable? Answer with Yes/No:"
fruit,avocado,taxonomic_high_sim,"Given that avocados are daxable, is it true that fruits are daxable? Answer with Yes/No:"
weapon,hammer,taxonomic_low_sim,"Given that hammers are daxable, is it true that weapons are daxable? Answer with Yes/No:"
animal,rat,taxonomic_high_sim,"Given that rats are daxable, is it true that animals are daxable? Answer with Yes/No:"
furniture,coffee table,taxonomic_low_sim,"Given that coffee tables are daxable, is it true that furniture is daxable? Answer with Yes/No:"
accessory,muff,taxonomic_high_sim,"Given that a muff is daxable, is it true that accessories are daxable? Answer with Yes/No:"
fastener,pin,taxonomic_high_sim,"Given that pins are daxable, is it true that fasteners are daxable? Answer with Yes/No:"
auto part,airbag,taxonomic_low_sim,"Given that airbags are daxable, is it true that auto parts are daxable? Answer with Yes/No:"
clothing,cardigan,taxonomic_low_sim,"Given that cardigans are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,lingerie,taxonomic_low_sim,"Given that a lingerie is daxable, is it true that clothings are daxable? Answer with Yes/No:"
vehicle,canoe,taxonomic_low_sim,"Given that canoes are daxable, is it true that vehicles are daxable? Answer with Yes/No:"
food,raspberry,taxonomic_low_sim,"Given that raspberries are daxable, is it true that food is daxable? Answer with Yes/No:"
dessert,pie,taxonomic_high_sim,"Given that pies are daxable, is it true that desserts are daxable? Answer with Yes/No:"
tool,combination lock,taxonomic_low_sim,"Given that combination locks are daxable, is it true that tools are daxable? Answer with Yes/No:"
electronic device,defibrillator,taxonomic_low_sim,"Given that defibrillators are daxable, is it true that electronic devices are daxable? Answer with Yes/No:"
fruit,apple,taxonomic_low_sim,"Given that apples are daxable, is it true that fruits are daxable? Answer with Yes/No:"
kitchen tool,eggbeater,taxonomic_low_sim,"Given that eggbeaters are daxable, is it true that kitchen tools are daxable? Answer with Yes/No:"
footwear,slipper,taxonomic_high_sim,"Given that slippers are daxable, is it true that footwears are daxable? Answer with Yes/No:"
breakfast,honey,taxonomic_low_sim,"Given that honey is daxable, is it true that breakfasts are daxable? Answer with Yes/No:"
breakfast,crepe,taxonomic_high_sim,"Given that crepes are daxable, is it true that breakfasts are daxable? Answer with Yes/No:"
