anchor,hyponym,class
clothing,rooster,non_taxonomic_low_sim
clothing,alligator,non_taxonomic_low_sim
clothing,fork,non_taxonomic_low_sim
clothing,chickpea,non_taxonomic_high_sim
clothing,clam,non_taxonomic_high_sim
clothing,tweezers,non_taxonomic_high_sim
clothing,washcloth,non_taxonomic_high_sim
clothing,crayfish,non_taxonomic_high_sim
clothing,dustpan,non_taxonomic_high_sim
clothing,string cheese,non_taxonomic_low_sim
clothing,pea,non_taxonomic_high_sim
clothing,broom,non_taxonomic_high_sim
clothing,lemon,non_taxonomic_low_sim
clothing,bomb,non_taxonomic_low_sim
clothing,purse,non_taxonomic_high_sim
clothing,cufflink,non_taxonomic_high_sim
clothing,bassoon,non_taxonomic_low_sim
clothing,zucchini,non_taxonomic_high_sim
clothing,green beans,non_taxonomic_low_sim
clothing,nut,non_taxonomic_low_sim
clothing,envelope,non_taxonomic_high_sim
clothing,turkey,non_taxonomic_high_sim
clothing,test tube,non_taxonomic_low_sim
clothing,rocket,non_taxonomic_low_sim
clothing,bee,non_taxonomic_low_sim
clothing,patch,non_taxonomic_high_sim
clothing,cocktail,non_taxonomic_low_sim
breakfast,zebra,non_taxonomic_low_sim
breakfast,lamb,non_taxonomic_low_sim
breakfast,rabbit,non_taxonomic_high_sim
breakfast,elephant,non_taxonomic_low_sim
breakfast,duckling,non_taxonomic_low_sim
breakfast,goose,non_taxonomic_high_sim
breakfast,bull,non_taxonomic_low_sim
breakfast,turkey,non_taxonomic_high_sim
breakfast,noodle,non_taxonomic_high_sim
breakfast,stool,non_taxonomic_low_sim
breakfast,mussel,non_taxonomic_high_sim
breakfast,mirror,non_taxonomic_low_sim
breakfast,jacket,non_taxonomic_low_sim
breakfast,lasagna,non_taxonomic_high_sim
breakfast,crayfish,non_taxonomic_high_sim
breakfast,stiletto,non_taxonomic_low_sim
breakfast,hook,non_taxonomic_low_sim
breakfast,spaghetti,non_taxonomic_high_sim
breakfast,macaroni,non_taxonomic_high_sim
breakfast,rope,non_taxonomic_low_sim
breakfast,fruitcake,non_taxonomic_high_sim
breakfast,rearview mirror,non_taxonomic_low_sim
breakfast,rocket,non_taxonomic_low_sim
breakfast,chair,non_taxonomic_low_sim
breakfast,cantaloupe,non_taxonomic_high_sim
breakfast,puppy,non_taxonomic_low_sim
breakfast,cheesecake,non_taxonomic_high_sim
breakfast,marker,non_taxonomic_low_sim
breakfast,zucchini,non_taxonomic_high_sim
breakfast,trident,non_taxonomic_low_sim
breakfast,scallop,non_taxonomic_high_sim
breakfast,chickpea,non_taxonomic_high_sim
breakfast,cinnamon,non_taxonomic_high_sim
breakfast,clam,non_taxonomic_high_sim
breakfast,calf,non_taxonomic_low_sim
breakfast,pickle,non_taxonomic_high_sim
headwear,puppy,non_taxonomic_low_sim
headwear,tube top,non_taxonomic_high_sim
headwear,lemon,non_taxonomic_low_sim
headwear,dustpan,non_taxonomic_high_sim
headwear,elephant,non_taxonomic_low_sim
headwear,latch,non_taxonomic_high_sim
headwear,chain,non_taxonomic_high_sim
headwear,banana,non_taxonomic_low_sim
headwear,strawberry,non_taxonomic_low_sim
headwear,maple syrup,non_taxonomic_low_sim
headwear,zebra,non_taxonomic_low_sim
headwear,toga,non_taxonomic_high_sim
headwear,backscratcher,non_taxonomic_high_sim
headwear,visor,non_taxonomic_high_sim
headwear,bull,non_taxonomic_low_sim
headwear,lamb,non_taxonomic_low_sim
headwear,loincloth,non_taxonomic_high_sim
headwear,muff,non_taxonomic_high_sim
headwear,honey,non_taxonomic_low_sim
headwear,envelope,non_taxonomic_high_sim
medical equipment,highlighter,non_taxonomic_high_sim
medical equipment,broom,non_taxonomic_high_sim
medical equipment,triangle,non_taxonomic_high_sim
medical equipment,tube top,non_taxonomic_high_sim
medical equipment,margarita,non_taxonomic_low_sim
medical equipment,honey,non_taxonomic_low_sim
medical equipment,envelope,non_taxonomic_high_sim
medical equipment,puppy,non_taxonomic_low_sim
medical equipment,dynamite,non_taxonomic_low_sim
medical equipment,lamb,non_taxonomic_low_sim
medical equipment,whisk,non_taxonomic_high_sim
medical equipment,latch,non_taxonomic_high_sim
medical equipment,rooster,non_taxonomic_low_sim
medical equipment,dustpan,non_taxonomic_high_sim
medical equipment,rope,non_taxonomic_low_sim
medical equipment,lemon,non_taxonomic_low_sim
medical equipment,spear,non_taxonomic_high_sim
medical equipment,coil,non_taxonomic_high_sim
medical equipment,chain,non_taxonomic_high_sim
medical equipment,mirror,non_taxonomic_low_sim
medical equipment,stiletto,non_taxonomic_low_sim
medical equipment,backscratcher,non_taxonomic_high_sim
medical equipment,duckling,non_taxonomic_low_sim
medical equipment,zebra,non_taxonomic_low_sim
medical equipment,bull,non_taxonomic_low_sim
medical equipment,projector,non_taxonomic_high_sim
medical equipment,mixer,non_taxonomic_high_sim
medical equipment,elephant,non_taxonomic_low_sim
accessory,whisk,non_taxonomic_high_sim
accessory,bolt,non_taxonomic_high_sim
accessory,coil,non_taxonomic_high_sim
accessory,envelope,non_taxonomic_high_sim
accessory,backscratcher,non_taxonomic_high_sim
accessory,rope,non_taxonomic_low_sim
accessory,mirror,non_taxonomic_low_sim
accessory,kite,non_taxonomic_high_sim
accessory,bull,non_taxonomic_low_sim
accessory,dollhouse,non_taxonomic_high_sim
accessory,lemon,non_taxonomic_low_sim
accessory,bassoon,non_taxonomic_low_sim
accessory,jam,non_taxonomic_low_sim
accessory,lamb,non_taxonomic_low_sim
accessory,rooster,non_taxonomic_low_sim
accessory,duckling,non_taxonomic_low_sim
accessory,honey,non_taxonomic_low_sim
accessory,elephant,non_taxonomic_low_sim
accessory,pinwheel,non_taxonomic_high_sim
accessory,maple syrup,non_taxonomic_low_sim
accessory,banana,non_taxonomic_low_sim
accessory,puppy,non_taxonomic_low_sim
accessory,latch,non_taxonomic_high_sim
accessory,abacus,non_taxonomic_high_sim
accessory,margarita,non_taxonomic_low_sim
accessory,zebra,non_taxonomic_low_sim
accessory,kaleidoscope,non_taxonomic_high_sim
accessory,calf,non_taxonomic_low_sim
accessory,alligator,non_taxonomic_low_sim
accessory,tube top,non_taxonomic_high_sim
accessory,chain,non_taxonomic_high_sim
accessory,nut,non_taxonomic_low_sim
accessory,highlighter,non_taxonomic_high_sim
accessory,ottoman,non_taxonomic_high_sim
accessory,dustpan,non_taxonomic_high_sim
accessory,stretcher,non_taxonomic_high_sim
accessory,outfit,non_taxonomic_high_sim
accessory,funnel,non_taxonomic_high_sim
condiment,puppy,non_taxonomic_low_sim
condiment,lamb,non_taxonomic_low_sim
condiment,noodle,non_taxonomic_high_sim
condiment,lasagna,non_taxonomic_high_sim
condiment,bull,non_taxonomic_low_sim
condiment,rope,non_taxonomic_low_sim
condiment,zebra,non_taxonomic_low_sim
condiment,elephant,non_taxonomic_low_sim
condiment,okra,non_taxonomic_high_sim
condiment,rabbit,non_taxonomic_high_sim
condiment,duckling,non_taxonomic_low_sim
condiment,cantaloupe,non_taxonomic_high_sim
condiment,scallop,non_taxonomic_high_sim
condiment,alligator,non_taxonomic_low_sim
condiment,zucchini,non_taxonomic_high_sim
condiment,celery,non_taxonomic_high_sim
vegetable,dynamite,non_taxonomic_low_sim
vegetable,rack,non_taxonomic_low_sim
vegetable,bull,non_taxonomic_low_sim
vegetable,turkey,non_taxonomic_high_sim
vegetable,pickle,non_taxonomic_high_sim
vegetable,rearview mirror,non_taxonomic_low_sim
vegetable,fruitcake,non_taxonomic_high_sim
vegetable,mirror,non_taxonomic_low_sim
vegetable,goose,non_taxonomic_high_sim
vegetable,ski boots,non_taxonomic_low_sim
vegetable,noodle,non_taxonomic_high_sim
vegetable,cantaloupe,non_taxonomic_high_sim
vegetable,lasagna,non_taxonomic_high_sim
vegetable,rope,non_taxonomic_low_sim
vegetable,mussel,non_taxonomic_high_sim
vegetable,puppy,non_taxonomic_low_sim
vegetable,stretcher,non_taxonomic_high_sim
vegetable,jacket,non_taxonomic_low_sim
vegetable,catfish,non_taxonomic_high_sim
vegetable,stool,non_taxonomic_low_sim
vegetable,cocktail,non_taxonomic_low_sim
vegetable,trident,non_taxonomic_low_sim
vegetable,bomb,non_taxonomic_low_sim
vegetable,macaroni,non_taxonomic_high_sim
vegetable,spaghetti,non_taxonomic_high_sim
vegetable,cinnamon,non_taxonomic_high_sim
vegetable,calf,non_taxonomic_low_sim
vegetable,latch,non_taxonomic_high_sim
vegetable,hook,non_taxonomic_low_sim
vegetable,pineapple,non_taxonomic_high_sim
vegetable,honey,non_taxonomic_low_sim
vegetable,tube top,non_taxonomic_high_sim
vegetable,eel,non_taxonomic_high_sim
vegetable,alligator,non_taxonomic_low_sim
vegetable,flask,non_taxonomic_low_sim
vegetable,scallop,non_taxonomic_high_sim
vegetable,bassoon,non_taxonomic_low_sim
vegetable,crayfish,non_taxonomic_high_sim
vegetable,clam,non_taxonomic_high_sim
vegetable,bikini,non_taxonomic_low_sim
vegetable,rabbit,non_taxonomic_high_sim
vegetable,elephant,non_taxonomic_low_sim
livestock,jacket,non_taxonomic_low_sim
livestock,trident,non_taxonomic_low_sim
livestock,rope,non_taxonomic_low_sim
livestock,tube top,non_taxonomic_high_sim
livestock,bassoon,non_taxonomic_low_sim
livestock,hook,non_taxonomic_low_sim
livestock,chariot,non_taxonomic_high_sim
livestock,stretcher,non_taxonomic_high_sim
livestock,latch,non_taxonomic_high_sim
livestock,pickle,non_taxonomic_high_sim
livestock,meat,non_taxonomic_high_sim
livestock,chair,non_taxonomic_low_sim
livestock,mirror,non_taxonomic_low_sim
livestock,prune,non_taxonomic_low_sim
livestock,boar,non_taxonomic_high_sim
livestock,lemon,non_taxonomic_low_sim
livestock,chinchilla,non_taxonomic_high_sim
livestock,crayfish,non_taxonomic_high_sim
jewelry,centerpiece,non_taxonomic_high_sim
jewelry,latch,non_taxonomic_high_sim
jewelry,stretcher,non_taxonomic_high_sim
jewelry,christmas tree,non_taxonomic_high_sim
jewelry,bow,non_taxonomic_high_sim
jewelry,calf,non_taxonomic_low_sim
jewelry,scallop,non_taxonomic_high_sim
jewelry,elephant,non_taxonomic_low_sim
jewelry,bull,non_taxonomic_low_sim
jewelry,tube top,non_taxonomic_high_sim
jewelry,whisk,non_taxonomic_high_sim
jewelry,rope,non_taxonomic_low_sim
jewelry,zebra,non_taxonomic_low_sim
jewelry,puppy,non_taxonomic_low_sim
jewelry,lamb,non_taxonomic_low_sim
jewelry,duckling,non_taxonomic_low_sim
kitchen equipment,puppy,non_taxonomic_low_sim
kitchen equipment,tube top,non_taxonomic_high_sim
kitchen equipment,rope,non_taxonomic_low_sim
kitchen equipment,cardinal,non_taxonomic_low_sim
kitchen equipment,latch,non_taxonomic_high_sim
kitchen equipment,dustpan,non_taxonomic_high_sim
kitchen equipment,bull,non_taxonomic_low_sim
kitchen equipment,elephant,non_taxonomic_low_sim
kitchen equipment,turkey,non_taxonomic_high_sim
kitchen equipment,honey,non_taxonomic_low_sim
kitchen equipment,lasagna,non_taxonomic_high_sim
kitchen equipment,backscratcher,non_taxonomic_high_sim
kitchen equipment,rabbit,non_taxonomic_high_sim
kitchen equipment,zebra,non_taxonomic_low_sim
kitchen equipment,trident,non_taxonomic_low_sim
kitchen equipment,highlighter,non_taxonomic_high_sim
kitchen equipment,whisk,non_taxonomic_high_sim
kitchen equipment,dynamite,non_taxonomic_low_sim
kitchen equipment,duckling,non_taxonomic_low_sim
kitchen equipment,coil,non_taxonomic_high_sim
footwear,stretcher,non_taxonomic_high_sim
footwear,duckling,non_taxonomic_low_sim
footwear,muff,non_taxonomic_high_sim
footwear,robe,non_taxonomic_high_sim
footwear,zebra,non_taxonomic_low_sim
footwear,puppy,non_taxonomic_low_sim
footwear,costume,non_taxonomic_high_sim
footwear,maple syrup,non_taxonomic_low_sim
footwear,lemon,non_taxonomic_low_sim
footwear,glove,non_taxonomic_high_sim
footwear,tube top,non_taxonomic_high_sim
footwear,elephant,non_taxonomic_low_sim
footwear,lamb,non_taxonomic_low_sim
footwear,dress,non_taxonomic_high_sim
footwear,honey,non_taxonomic_low_sim
footwear,underwear,non_taxonomic_high_sim
fastener,honey,non_taxonomic_low_sim
fastener,ostrich,non_taxonomic_high_sim
fastener,zebra,non_taxonomic_low_sim
fastener,cantaloupe,non_taxonomic_high_sim
fastener,lingerie,non_taxonomic_low_sim
fastener,rabbit,non_taxonomic_high_sim
fastener,elephant,non_taxonomic_low_sim
fastener,dustpan,non_taxonomic_high_sim
fastener,bull,non_taxonomic_low_sim
fastener,rope,non_taxonomic_low_sim
fastener,alligator,non_taxonomic_low_sim
fastener,pea,non_taxonomic_high_sim
fastener,backscratcher,non_taxonomic_high_sim
fastener,envelope,non_taxonomic_high_sim
fastener,stretcher,non_taxonomic_high_sim
fastener,chickpea,non_taxonomic_high_sim
fastener,tube top,non_taxonomic_high_sim
fastener,noodle,non_taxonomic_high_sim
fastener,whisk,non_taxonomic_high_sim
fastener,glass,non_taxonomic_low_sim
fastener,duckling,non_taxonomic_low_sim
fastener,highlighter,non_taxonomic_high_sim
fastener,rearview mirror,non_taxonomic_low_sim
fastener,weasel,non_taxonomic_high_sim
fastener,maple syrup,non_taxonomic_low_sim
fastener,chair,non_taxonomic_low_sim
fastener,rocket,non_taxonomic_low_sim
fastener,lamb,non_taxonomic_low_sim
fastener,mirror,non_taxonomic_low_sim
fastener,coil,non_taxonomic_high_sim
fastener,crayfish,non_taxonomic_high_sim
fastener,mandolin,non_taxonomic_low_sim
office supply,noodle,non_taxonomic_high_sim
office supply,coil,non_taxonomic_high_sim
office supply,latch,non_taxonomic_high_sim
office supply,spatula,non_taxonomic_high_sim
office supply,bolt,non_taxonomic_high_sim
office supply,puppy,non_taxonomic_low_sim
office supply,alligator,non_taxonomic_low_sim
office supply,whisk,non_taxonomic_high_sim
office supply,calf,non_taxonomic_low_sim
office supply,dustpan,non_taxonomic_high_sim
office supply,abacus,non_taxonomic_high_sim
office supply,lamb,non_taxonomic_low_sim
office supply,elephant,non_taxonomic_low_sim
office supply,bassoon,non_taxonomic_low_sim
office supply,mirror,non_taxonomic_low_sim
office supply,backscratcher,non_taxonomic_high_sim
office supply,letter opener,non_taxonomic_high_sim
office supply,bull,non_taxonomic_low_sim
office supply,sheep,non_taxonomic_low_sim
office supply,chain,non_taxonomic_high_sim
office supply,tube top,non_taxonomic_high_sim
office supply,duckling,non_taxonomic_low_sim
office supply,zebra,non_taxonomic_low_sim
office supply,stretcher,non_taxonomic_high_sim
office supply,rooster,non_taxonomic_low_sim
office supply,honey,non_taxonomic_low_sim
drink,noodle,non_taxonomic_high_sim
drink,latch,non_taxonomic_high_sim
drink,rope,non_taxonomic_low_sim
drink,crayfish,non_taxonomic_high_sim
drink,pickle,non_taxonomic_high_sim
drink,puppy,non_taxonomic_low_sim
drink,goose,non_taxonomic_high_sim
drink,elephant,non_taxonomic_low_sim
drink,trident,non_taxonomic_low_sim
drink,stiletto,non_taxonomic_low_sim
drink,calf,non_taxonomic_low_sim
drink,zebra,non_taxonomic_low_sim
drink,bull,non_taxonomic_low_sim
drink,cantaloupe,non_taxonomic_high_sim
drink,mirror,non_taxonomic_low_sim
drink,rabbit,non_taxonomic_high_sim
drink,clam,non_taxonomic_high_sim
drink,scallop,non_taxonomic_high_sim
drink,tube top,non_taxonomic_high_sim
drink,lamb,non_taxonomic_low_sim
water vehicle,lemon,non_taxonomic_low_sim
water vehicle,chariot,non_taxonomic_high_sim
water vehicle,prune,non_taxonomic_low_sim
water vehicle,chain,non_taxonomic_high_sim
water vehicle,taffy,non_taxonomic_low_sim
water vehicle,envelope,non_taxonomic_high_sim
water vehicle,zebra,non_taxonomic_low_sim
water vehicle,bull,non_taxonomic_low_sim
water vehicle,tube top,non_taxonomic_high_sim
water vehicle,coil,non_taxonomic_high_sim
water vehicle,bus,non_taxonomic_high_sim
water vehicle,creme brulee,non_taxonomic_low_sim
water vehicle,honey,non_taxonomic_low_sim
water vehicle,dustpan,non_taxonomic_high_sim
water vehicle,latch,non_taxonomic_high_sim
water vehicle,jam,non_taxonomic_low_sim
water vehicle,whisk,non_taxonomic_high_sim
water vehicle,elephant,non_taxonomic_low_sim
water vehicle,margarita,non_taxonomic_low_sim
water vehicle,stretcher,non_taxonomic_high_sim
auto part,envelope,non_taxonomic_high_sim
auto part,lemon,non_taxonomic_low_sim
auto part,latch,non_taxonomic_high_sim
auto part,alligator,non_taxonomic_low_sim
auto part,stretcher,non_taxonomic_high_sim
auto part,bassoon,non_taxonomic_low_sim
auto part,scoop,non_taxonomic_low_sim
auto part,trident,non_taxonomic_low_sim
auto part,tube top,non_taxonomic_high_sim
auto part,honey,non_taxonomic_low_sim
auto part,chain,non_taxonomic_high_sim
auto part,police car,non_taxonomic_high_sim
auto part,bolt,non_taxonomic_high_sim
auto part,hook,non_taxonomic_low_sim
auto part,mirror,non_taxonomic_low_sim
auto part,whisk,non_taxonomic_high_sim
auto part,zebra,non_taxonomic_low_sim
auto part,rooster,non_taxonomic_low_sim
auto part,rabbit,non_taxonomic_high_sim
auto part,duckling,non_taxonomic_low_sim
auto part,rope,non_taxonomic_low_sim
auto part,bus,non_taxonomic_high_sim
auto part,backscratcher,non_taxonomic_high_sim
auto part,car,non_taxonomic_high_sim
auto part,dustpan,non_taxonomic_high_sim
auto part,dynamite,non_taxonomic_low_sim
auto part,highlighter,non_taxonomic_high_sim
auto part,elephant,non_taxonomic_low_sim
auto part,bull,non_taxonomic_low_sim
auto part,coil,non_taxonomic_high_sim
protective clothing,tube top,non_taxonomic_high_sim
protective clothing,puppy,non_taxonomic_low_sim
protective clothing,envelope,non_taxonomic_high_sim
protective clothing,dustpan,non_taxonomic_high_sim
protective clothing,highlighter,non_taxonomic_high_sim
protective clothing,lamb,non_taxonomic_low_sim
protective clothing,rooster,non_taxonomic_low_sim
protective clothing,honey,non_taxonomic_low_sim
protective clothing,backscratcher,non_taxonomic_high_sim
protective clothing,latch,non_taxonomic_high_sim
protective clothing,duckling,non_taxonomic_low_sim
protective clothing,chain,non_taxonomic_high_sim
protective clothing,elephant,non_taxonomic_low_sim
protective clothing,bull,non_taxonomic_low_sim
protective clothing,calf,non_taxonomic_low_sim
protective clothing,stretcher,non_taxonomic_high_sim
bird,whale,non_taxonomic_high_sim
bird,mole,non_taxonomic_high_sim
bird,rope,non_taxonomic_low_sim
bird,beaver,non_taxonomic_high_sim
bird,chinchilla,non_taxonomic_high_sim
bird,rabbit,non_taxonomic_high_sim
bird,margarita,non_taxonomic_low_sim
bird,hook,non_taxonomic_low_sim
bird,crayfish,non_taxonomic_high_sim
bird,eel,non_taxonomic_high_sim
bird,maple syrup,non_taxonomic_low_sim
bird,stool,non_taxonomic_low_sim
bird,chair,non_taxonomic_low_sim
bird,jacket,non_taxonomic_low_sim
bird,mirror,non_taxonomic_low_sim
bird,rearview mirror,non_taxonomic_low_sim
bird,catfish,non_taxonomic_high_sim
bird,bat,non_taxonomic_high_sim
bird,squid,non_taxonomic_high_sim
bird,cocktail,non_taxonomic_low_sim
bird,squirrel,non_taxonomic_high_sim
bird,scoop,non_taxonomic_low_sim
bird,bikini,non_taxonomic_low_sim
bird,birdbath,non_taxonomic_high_sim
bird,birdcage,non_taxonomic_high_sim
bird,dynamite,non_taxonomic_low_sim
bird,birdhouse,non_taxonomic_high_sim
bird,lingerie,non_taxonomic_low_sim
game,zebra,non_taxonomic_low_sim
game,whisk,non_taxonomic_high_sim
game,lamb,non_taxonomic_low_sim
game,bassoon,non_taxonomic_low_sim
game,maple syrup,non_taxonomic_low_sim
game,chain,non_taxonomic_high_sim
game,elephant,non_taxonomic_low_sim
game,coil,non_taxonomic_high_sim
game,backscratcher,non_taxonomic_high_sim
game,bull,non_taxonomic_low_sim
game,highlighter,non_taxonomic_high_sim
game,alligator,non_taxonomic_low_sim
game,bolt,non_taxonomic_high_sim
game,lingerie,non_taxonomic_low_sim
game,envelope,non_taxonomic_high_sim
game,honey,non_taxonomic_low_sim
game,tube top,non_taxonomic_high_sim
game,calf,non_taxonomic_low_sim
game,latch,non_taxonomic_high_sim
game,dustpan,non_taxonomic_high_sim
sea animal,stool,non_taxonomic_low_sim
sea animal,brace,non_taxonomic_low_sim
sea animal,knob,non_taxonomic_low_sim
sea animal,jacket,non_taxonomic_low_sim
sea animal,slug,non_taxonomic_high_sim
sea animal,crayfish,non_taxonomic_high_sim
sea animal,mole,non_taxonomic_high_sim
sea animal,hook,non_taxonomic_low_sim
sea animal,toast,non_taxonomic_low_sim
sea animal,koala,non_taxonomic_high_sim
sea animal,seaweed,non_taxonomic_high_sim
sea animal,glass,non_taxonomic_low_sim
sea animal,rabbit,non_taxonomic_high_sim
sea animal,goose,non_taxonomic_high_sim
sea animal,turkey,non_taxonomic_high_sim
sea animal,maple syrup,non_taxonomic_low_sim
sea animal,chinchilla,non_taxonomic_high_sim
sea animal,beaver,non_taxonomic_high_sim
sea animal,jam,non_taxonomic_low_sim
sea animal,toad,non_taxonomic_high_sim
sea animal,scoop,non_taxonomic_low_sim
sea animal,rack,non_taxonomic_low_sim
sea animal,fork,non_taxonomic_low_sim
sea animal,cantaloupe,non_taxonomic_high_sim
sea animal,aquarium,non_taxonomic_high_sim
sea animal,rope,non_taxonomic_low_sim
sea animal,stiletto,non_taxonomic_low_sim
sea animal,stretcher,non_taxonomic_high_sim
sea animal,hippopotamus,non_taxonomic_high_sim
sea animal,mirror,non_taxonomic_low_sim
dessert,zebra,non_taxonomic_low_sim
dessert,chickpea,non_taxonomic_high_sim
dessert,highlighter,non_taxonomic_high_sim
dessert,crayfish,non_taxonomic_high_sim
dessert,rabbit,non_taxonomic_high_sim
dessert,appetizer,non_taxonomic_high_sim
dessert,ski boots,non_taxonomic_low_sim
dessert,envelope,non_taxonomic_high_sim
dessert,turkey,non_taxonomic_high_sim
dessert,hook,non_taxonomic_low_sim
dessert,pickle,non_taxonomic_high_sim
dessert,tube top,non_taxonomic_high_sim
dessert,mirror,non_taxonomic_low_sim
dessert,calf,non_taxonomic_low_sim
dessert,alligator,non_taxonomic_low_sim
dessert,latch,non_taxonomic_high_sim
dessert,cantaloupe,non_taxonomic_high_sim
dessert,elephant,non_taxonomic_low_sim
dessert,zucchini,non_taxonomic_high_sim
dessert,machine gun,non_taxonomic_low_sim
dessert,bull,non_taxonomic_low_sim
dessert,duckling,non_taxonomic_low_sim
dessert,noodle,non_taxonomic_high_sim
dessert,goose,non_taxonomic_high_sim
dessert,jacket,non_taxonomic_low_sim
dessert,rifle,non_taxonomic_low_sim
dessert,spaghetti,non_taxonomic_high_sim
dessert,rocket,non_taxonomic_low_sim
dessert,rope,non_taxonomic_low_sim
dessert,scallop,non_taxonomic_high_sim
dessert,lamb,non_taxonomic_low_sim
dessert,macaroni,non_taxonomic_high_sim
dessert,lasagna,non_taxonomic_high_sim
dessert,mussel,non_taxonomic_high_sim
dessert,bassoon,non_taxonomic_low_sim
dessert,mandolin,non_taxonomic_low_sim
dessert,trident,non_taxonomic_low_sim
dessert,sheep,non_taxonomic_low_sim
garden tool,mirror,non_taxonomic_low_sim
garden tool,duckling,non_taxonomic_low_sim
garden tool,crank,non_taxonomic_high_sim
garden tool,toolbox,non_taxonomic_high_sim
garden tool,plunger,non_taxonomic_high_sim
garden tool,lamb,non_taxonomic_low_sim
garden tool,drill,non_taxonomic_high_sim
garden tool,bull,non_taxonomic_low_sim
garden tool,rope,non_taxonomic_low_sim
garden tool,punch,non_taxonomic_high_sim
garden tool,spatula,non_taxonomic_high_sim
garden tool,wheelbarrow,non_taxonomic_high_sim
garden tool,grinder,non_taxonomic_high_sim
garden tool,honey,non_taxonomic_low_sim
garden tool,zebra,non_taxonomic_low_sim
garden tool,elephant,non_taxonomic_low_sim
garden tool,backscratcher,non_taxonomic_high_sim
garden tool,puppy,non_taxonomic_low_sim
