hyponym,hypernym,prefix,stimulus,hypernymy
chaps,vehicle,chapsticks are a type of,vehicle,False
yacht,vehicle,yachts are a type of,vehicle,True
wetsuit,vehicle,wetsuits are a type of,vehicle,False
safety pin,vehicle,safety pins are a type of,vehicle,False
lab coat,vehicle,lab coats are a type of,vehicle,False
dirt bike,vehicle,dirt bikes are a type of,vehicle,True
drill,vehicle,drills are a type of,vehicle,False
hot tub,vehicle,hot tubs are a type of,vehicle,False
windshield,vehicle,windshields are a type of,vehicle,False
artichoke,vehicle,artichokes are a type of,vehicle,False
duster,vehicle,dusters are a type of,vehicle,False
headdress,vehicle,headdresses are a type of,vehicle,False
computer,vehicle,computers are a type of,vehicle,False
petri dish,vehicle,petri dishes are a type of,vehicle,False
can opener,vehicle,can openers are a type of,vehicle,False
brake,vehicle,brakes are a type of,vehicle,False
chicken,vehicle,a chicken is a type of,vehicle,False
joystick,vehicle,joysticks are a type of,vehicle,False
projector,vehicle,projectors are a type of,vehicle,False
ruler,vehicle,rulers are a type of,vehicle,False
camel,vehicle,camels are a type of,vehicle,False
radish,vehicle,radishes are a type of,vehicle,False
pecan,vehicle,pecans are a type of,vehicle,False
granola,vehicle,granola is a type of,vehicle,False
cilantro,vehicle,cilantro is a type of,vehicle,False
grape,vehicle,grapes are a type of,vehicle,False
rhubarb,vehicle,rhubarbs are a type of,vehicle,False
moose,vehicle,moose are a type of,vehicle,False
tiramisu,vehicle,tiramisu is a type of,vehicle,False
hatchet,vehicle,hatchets are a type of,vehicle,False
coat,vehicle,coats are a type of,vehicle,False
cactus,vehicle,a cactus is a type of,vehicle,False
coleslaw,vehicle,coleslaws are a type of,vehicle,False
walnut,vehicle,walnuts are a type of,vehicle,False
blueberry,vehicle,blueberries are a type of,vehicle,False
seafood,vehicle,seafood is a type of,vehicle,False
bassinet,vehicle,bassinets are a type of,vehicle,False
tadpole,vehicle,tadpoles are a type of,vehicle,False
sweatsuit,vehicle,sweatsuits are a type of,vehicle,False
ski boots,vehicle,ski boots are a type of,vehicle,False
panther,vehicle,panthers are a type of,vehicle,False
arrow,vehicle,arrows are a type of,vehicle,False
crossbow,vehicle,crossbows are a type of,vehicle,False
strawberry,vehicle,strawberries are a type of,vehicle,False
dishwasher,vehicle,dishwashers are a type of,vehicle,False
motorcycle,vehicle,motorcycles are a type of,vehicle,True
jelly bean,vehicle,jelly beans are a type of,vehicle,False
pan,vehicle,pans are a type of,vehicle,False
rifle,vehicle,rifles are a type of,vehicle,False
veil,vehicle,veils are a type of,vehicle,False
lavender,vehicle,lavenders are a type of,vehicle,False
golf cart,vehicle,golf carts are a type of,vehicle,True
puppet,vehicle,puppets are a type of,vehicle,False
vegetable,vehicle,vegetables are a type of,vehicle,False
rope,vehicle,ropes are a type of,vehicle,False
quad,vehicle,quads are a type of,vehicle,True
pie,vehicle,pies are a type of,vehicle,False
hatbox,vehicle,hatboxes are a type of,vehicle,False
armor,vehicle,armor is a type of,vehicle,False
nut,vehicle,nuts are a type of,vehicle,False
peach,vehicle,peaches are a type of,vehicle,False
football helmet,vehicle,football helmets are a type of,vehicle,False
floss,vehicle,flosses are a type of,vehicle,False
sweater,vehicle,sweaters are a type of,vehicle,False
shears,vehicle,shears are a type of,vehicle,False
bok choy,vehicle,bok choys are a type of,vehicle,False
matchbox,vehicle,matchboxes are a type of,vehicle,False
rattle,vehicle,rattles are a type of,vehicle,False
station wagon,vehicle,station wagons are a type of,vehicle,True
ham,vehicle,hams are a type of,vehicle,False
snowsuit,vehicle,snowsuits are a type of,vehicle,False
pea,vehicle,peas are a type of,vehicle,False
staple,vehicle,staples are a type of,vehicle,False
mussel,vehicle,mussels are a type of,vehicle,False
cherry,vehicle,cherries are a type of,vehicle,False
green beans,vehicle,green beans are a type of,vehicle,False
bomb,vehicle,bombs are a type of,vehicle,False
wheat,vehicle,wheat is a type of,vehicle,False
tomato,vehicle,tomatoes are a type of,vehicle,False
salami,vehicle,salami is a type of,vehicle,False
inkwell,vehicle,inkwells are a type of,vehicle,False
earring,vehicle,earrings are a type of,vehicle,False
marble,vehicle,marbles are a type of,vehicle,False
berry,vehicle,berries are a type of,vehicle,False
hash,vehicle,hash browns are a type of,vehicle,False
wedge,vehicle,wedges are a type of,vehicle,False
whiteboard,vehicle,whiteboards are a type of,vehicle,False
kitten,vehicle,kittens are a type of,vehicle,False
eyeliner,vehicle,eyeliners are a type of,vehicle,False
stiletto,vehicle,stilettoes are a type of,vehicle,False
container,vehicle,containers are a type of,vehicle,False
spoon,vehicle,spoons are a type of,vehicle,False
stretcher,vehicle,stretchers are a type of,vehicle,False
mouse,vehicle,mice are a type of,vehicle,False
outfit,vehicle,outfits are a type of,vehicle,False
jug,vehicle,jugs are a type of,vehicle,False
gearshift,vehicle,gearshifts are a type of,vehicle,False
router,vehicle,routers are a type of,vehicle,False
lip gloss,vehicle,lip glosses are a type of,vehicle,False
zucchini,vehicle,zucchini is a type of,vehicle,False
gyro,vehicle,gyros are a type of,vehicle,False
pine tree,vehicle,pine trees are a type of,vehicle,False
tick,vehicle,ticks are a type of,vehicle,False
dustpan,vehicle,dustpans are a type of,vehicle,False
rim,vehicle,rims are a type of,vehicle,False
jet,vehicle,jets are a type of,vehicle,True
whoopee cushion,vehicle,whoopee cushions are a type of,vehicle,False
catapult,vehicle,catapults are a type of,vehicle,False
toga,vehicle,togas are a type of,vehicle,False
doghouse,vehicle,doghouses are a type of,vehicle,False
chime,vehicle,chimes are a type of,vehicle,False
stapler,vehicle,staplers are a type of,vehicle,False
jeans,vehicle,jeans are a type of,vehicle,False
centerpiece,vehicle,centerpieces are a type of,vehicle,False
corsage,vehicle,corsages are a type of,vehicle,False
bookshelf,vehicle,bookshelves are a type of,vehicle,False
aircraft carrier,vehicle,aircraft carriers are a type of,vehicle,True
saw,vehicle,saws are a type of,vehicle,False
magnifier,vehicle,magnifiers are a type of,vehicle,False
prune,vehicle,prunes are a type of,vehicle,False
penguin,vehicle,penguins are a type of,vehicle,False
tuxedo,vehicle,tuxedoes are a type of,vehicle,False
caviar,vehicle,caviar is a type of,vehicle,False
luggage,vehicle,luggage is a type of,vehicle,False
starfish,vehicle,starfish are a type of,vehicle,False
moth,vehicle,moths are a type of,vehicle,False
sombrero,vehicle,sombreros are a type of,vehicle,False
snowshoe,vehicle,snowshoes are a type of,vehicle,False
smoothie,vehicle,smoothies are a type of,vehicle,False
meatball,vehicle,meatballs are a type of,vehicle,False
wineglass,vehicle,wineglasses are a type of,vehicle,False
dandelion,vehicle,dandelions are a type of,vehicle,False
crutch,vehicle,crutches are a type of,vehicle,False
blouse,vehicle,blouses are a type of,vehicle,False
turntable,vehicle,turntables are a type of,vehicle,False
carrot,vehicle,carrots are a type of,vehicle,False
lip balm,vehicle,lip balms are a type of,vehicle,False
cucumber,vehicle,cucumbers are a type of,vehicle,False
visor,vehicle,visors are a type of,vehicle,False
papaya,vehicle,papayas are a type of,vehicle,False
crow,vehicle,crows are a type of,vehicle,False
pantyhose,vehicle,pantyhoses are a type of,vehicle,False
ashtray,vehicle,ashtrays are a type of,vehicle,False
yak,vehicle,yaks are a type of,vehicle,False
boa,vehicle,boas are a type of,vehicle,False
bagel,vehicle,bagels are a type of,vehicle,False
chocolate,vehicle,chocolates are a type of,vehicle,False
bug,vehicle,bugs are a type of,vehicle,False
teapot,vehicle,teapots are a type of,vehicle,False
backpack,vehicle,backpacks are a type of,vehicle,False
lightning bug,vehicle,lightning bugs are a type of,vehicle,False
chinchilla,vehicle,chinchillas are a type of,vehicle,False
harmonica,vehicle,harmonicas are a type of,vehicle,False
milk,vehicle,milk is a type of,vehicle,False
waffle iron,vehicle,waffle irons are a type of,vehicle,False
wig,vehicle,wigs are a type of,vehicle,False
air conditioner,vehicle,air conditioners are a type of,vehicle,False
cheesecake,vehicle,cheesecake is a type of,vehicle,False
beanbag,vehicle,beanbags are a type of,vehicle,False
toilet paper,vehicle,toilet paper is a type of,vehicle,False
cornmeal,vehicle,cornmeal is a type of,vehicle,False
xylophone,vehicle,xylophones are a type of,vehicle,False
bean,vehicle,beans are a type of,vehicle,False
cake,vehicle,cakes are a type of,vehicle,False
loveseat,vehicle,loveseats are a type of,vehicle,False
scoop,vehicle,scoops are a type of,vehicle,False
champagne,vehicle,champagne is a type of,vehicle,False
tractor,vehicle,tractors are a type of,vehicle,True
bikini,vehicle,bikinis are a type of,vehicle,False
limousine,vehicle,limousines are a type of,vehicle,True
pumpkin,vehicle,pumpkins are a type of,vehicle,False
panda,vehicle,pandas are a type of,vehicle,False
gumdrop,vehicle,gumdrops are a type of,vehicle,False
saltshaker,vehicle,saltshakers are a type of,vehicle,False
walrus,vehicle,walruses are a type of,vehicle,False
owl,vehicle,owls are a type of,vehicle,False
toothpick,vehicle,toothpicks are a type of,vehicle,False
forklift,vehicle,forklifts are a type of,vehicle,True
syrup,vehicle,syrups are a type of,vehicle,False
iron,vehicle,irons are a type of,vehicle,False
copier,vehicle,copiers are a type of,vehicle,False
bullet,vehicle,bullets are a type of,vehicle,False
pickax,vehicle,pickaxes are a type of,vehicle,False
turtleneck,vehicle,turtlenecks are a type of,vehicle,False
sweet potato,vehicle,sweet potatoes are a type of,vehicle,False
arugula,vehicle,arugula is a type of,vehicle,False
mirror,vehicle,mirrors are a type of,vehicle,False
car,vehicle,cars are a type of,vehicle,True
sushi,vehicle,sushi is a type of,vehicle,False
tiger,vehicle,tigers are a type of,vehicle,False
applesauce,vehicle,applesauce is a type of,vehicle,False
lamp,vehicle,lamps are a type of,vehicle,False
wrap,vehicle,a wrap is a type of,vehicle,False
letter opener,vehicle,letter openers are a type of,vehicle,False
kale,vehicle,kale is a type of,vehicle,False
chick,vehicle,chicks are a type of,vehicle,False
leopard,vehicle,leopards are a type of,vehicle,False
creme brulee,vehicle,creme brulee is a type of,vehicle,False
pepper,vehicle,peppers are a type of,vehicle,False
bathrobe,vehicle,bathrobes are a type of,vehicle,False
doorknob,vehicle,doorknobs are a type of,vehicle,False
cinnamon,vehicle,cinnamon is a type of,vehicle,False
sofa bed,vehicle,sofa beds are a type of,vehicle,False
lemon,vehicle,lemons are a type of,vehicle,False
minivan,vehicle,minivans are a type of,vehicle,True
bird,vehicle,birds are a type of,vehicle,False
stuffing,vehicle,stuffing is a type of,vehicle,False
pancake,vehicle,pancakes are a type of,vehicle,False
cd player,vehicle,cd players are a type of,vehicle,False
blazer,vehicle,blazers are a type of,vehicle,False
suit,vehicle,suits are a type of,vehicle,False
straightjacket,vehicle,straightjackets are a type of,vehicle,False
cash machine,vehicle,cash machines are a type of,vehicle,False
buckle,vehicle,buckles are a type of,vehicle,False
canoe,vehicle,canoes are a type of,vehicle,True
butterfly,vehicle,butterflies are a type of,vehicle,False
pajamas,vehicle,pajamas are a type of,vehicle,False
sea urchin,vehicle,sea urchins are a type of,vehicle,False
dragonfly,vehicle,dragonflies are a type of,vehicle,False
orangutan,vehicle,orangutans are a type of,vehicle,False
bell,vehicle,bells are a type of,vehicle,False
stir fry,vehicle,a stir fry is a type of,vehicle,False
tomato sauce,vehicle,tomato sauce is a type of,vehicle,False
antelope,vehicle,antelopes are a type of,vehicle,False
chandelier,vehicle,chandeliers are a type of,vehicle,False
rug,vehicle,rugs are a type of,vehicle,False
combination lock,vehicle,combination locks are a type of,vehicle,False
taco,vehicle,tacos are a type of,vehicle,False
pickle,vehicle,pickles are a type of,vehicle,False
praying mantis,vehicle,praying mantises are a type of,vehicle,False
playing card,vehicle,playing cards are a type of,vehicle,False
hamster,vehicle,hamsters are a type of,vehicle,False
eagle,vehicle,eagles are a type of,vehicle,False
pesto,vehicle,pesto is a type of,vehicle,False
meatloaf,vehicle,a meatloaf is a type of,vehicle,False
hairnet,vehicle,hairnets are a type of,vehicle,False
appetizer,vehicle,appetizers are a type of,vehicle,False
bongo,vehicle,bongos are a type of,vehicle,False
syringe,vehicle,syringes are a type of,vehicle,False
closet,vehicle,closets are a type of,vehicle,False
bra,vehicle,bras are a type of,vehicle,False
cheese,vehicle,cheeses are a type of,vehicle,False
candlestick,vehicle,candlesticks are a type of,vehicle,False
helicopter,vehicle,helicopters are a type of,vehicle,True
scalpel,vehicle,scalpels are a type of,vehicle,False
alpaca,vehicle,alpacas are a type of,vehicle,False
toucan,vehicle,toucans are a type of,vehicle,False
meerkat,vehicle,meerkats are a type of,vehicle,False
fork,vehicle,forks are a type of,vehicle,False
odometer,vehicle,odometers are a type of,vehicle,False
swan,vehicle,swans are a type of,vehicle,False
sugar cube,vehicle,sugar cubes are a type of,vehicle,False
wolf,vehicle,wolves are a type of,vehicle,False
backgammon,vehicle,backgammon is a type of,vehicle,False
birthday cake,vehicle,birthday cakes are a type of,vehicle,False
car seat,vehicle,car seats are a type of,vehicle,False
tricycle,vehicle,tricycles are a type of,vehicle,True
ostrich,vehicle,ostriches are a type of,vehicle,False
overalls,vehicle,overalls are a type of,vehicle,False
tapestry,vehicle,tapestries are a type of,vehicle,False
doll,vehicle,dolls are a type of,vehicle,False
hook,vehicle,hooks are a type of,vehicle,False
tostada,vehicle,tostadas are a type of,vehicle,False
espresso,vehicle,an espresso is a type of,vehicle,False
fruitcake,vehicle,fruitcakes are a type of,vehicle,False
eggnog,vehicle,eggnog is a type of,vehicle,False
go-kart,vehicle,go-karts are a type of,vehicle,True
rattlesnake,vehicle,rattlesnakes are a type of,vehicle,False
vending machine,vehicle,vending machines are a type of,vehicle,False
shaving cream,vehicle,shaving cream is a type of,vehicle,False
