conclusion_,premise_,conclusion,premise,is_hyper,sim,prompt,label,position,score
sea urchin,sea animal,sea urchins,sea animals,yes,high,"Answer the question. Given that sea animals are daxable, is it true that sea urchins are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((10, 11), (21, 24))",0.7642702460289001
bolt,tool,bolts,tools,yes,high,"Answer the question. Given that tools are daxable, is it true that bolts are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((13, 13), (23, 24))",0.8512699007987976
airboat,water vehicle,airboats,water vehicles,yes,high,"Answer the question. Given that water vehicles are daxable, is it true that airboats are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((11, 12), (22, 24))",0.8875442743301392
sledgehammer,weapon,sledgehammers,weapons,no,high,"Answer the question. Given that weapons are daxable, is it true that sledgehammers are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((11, 11), (21, 24))",0.7439989447593689
hummus,vegetable,hummus,vegetables,no,high,"Answer the question. Given that vegetables are daxable, is it true that hummus is daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((13, 13), (23, 24))",0.8470446467399597
reindeer,toiletry,reindeers,toiletries,no,low,"Answer the question. Given that toiletries are daxable, is it true that reindeers are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((11, 12), (22, 24))",0.13655026257038116
thermos,tool,thermoses,tools,no,high,"Answer the question. Given that tools are daxable, is it true that thermoses are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((13, 13), (23, 24))",0.6721349954605103
motorcycle,auto part,motorcycles,auto parts,no,high,"Answer the question. Given that auto parts are daxable, is it true that motorcycles are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((11, 12), (22, 24))",0.8060775399208069
smoothie,food,smoothies,food,no,high,"Answer the question. Given that food is daxable, is it true that smoothies are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((13, 13), (23, 24))",0.7286425828933716
otter,drink,otters,drinks,no,low,"Answer the question. Given that drinks are daxable, is it true that otters are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((13, 13), (23, 24))",0.11877818405628204
green beans,vehicle,green beans,vehicles,no,low,"Answer the question. Given that vehicles are daxable, is it true that green beans are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((13, 13), (23, 24))",0.10791315138339996
sweeper,vegetable,sweepers,vegetables,no,low,"Answer the question. Given that vegetables are daxable, is it true that sweepers are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((13, 13), (23, 24))",0.09777428209781647
crepe,dessert,crepes,desserts,yes,high,"Answer the question. Given that desserts are daxable, is it true that crepes are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 13), (23, 24))",0.8511053323745728
lectern,furniture,lecterns,furniture,yes,high,"Answer the question. Given that furniture is daxable, is it true that lecterns are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 12), (22, 24))",0.7411088943481445
terrarium,food,terrariums,food,no,high,"Answer the question. Given that food is daxable, is it true that terrariums are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 12), (22, 24))",0.4388276934623718
banana,accessory,bananas,accessories,no,low,"Answer the question. Given that accessories are daxable, is it true that bananas are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((13, 13), (23, 24))",0.1440279334783554
boat,water vehicle,boats,water vehicles,yes,high,"Answer the question. Given that water vehicles are daxable, is it true that boats are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((13, 14), (24, 24))",0.9448282122612
fig,vegetable,figs,vegetables,no,high,"Answer the question. Given that vegetables are daxable, is it true that figs are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((13, 13), (23, 24))",0.8468351364135742
headband,headwear,headbands,headwear,yes,high,"Answer the question. Given that headwear is daxable, is it true that headbands are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 13), (23, 24))",0.8731653690338135
squirrel,animal,squirrels,animals,yes,high,"Answer the question. Given that animals are daxable, is it true that squirrels are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((11, 11), (21, 24))",0.8778818845748901
aardvark,animal,aardvarks,animals,yes,high,"Answer the question. Given that animals are daxable, is it true that aardvarks are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((11, 11), (21, 24))",0.8807503581047058
piglet,auto part,piglets,auto parts,no,low,"Answer the question. Given that auto parts are daxable, is it true that piglets are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 13), (23, 24))",0.09399817883968353
turtle,mammal,turtles,mammals,no,high,"Answer the question. Given that mammals are daxable, is it true that turtles are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((11, 12), (22, 24))",0.9077475666999817
gravy,condiment,gravy,condiments,yes,low,"Answer the question. Given that condiments are daxable, is it true that gravy is daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 13), (23, 24))",0.7857799530029297
broccoli,accessory,broccoli,accessories,no,low,"Answer the question. Given that accessories are daxable, is it true that broccoli is daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 12), (22, 24))",0.14537273347377777
catfish,sea animal,catfish,sea animals,yes,high,"Answer the question. Given that sea animals are daxable, is it true that catfish are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 13), (23, 24))",0.8964999318122864
go-kart,vehicle,go-karts,vehicles,yes,high,"Answer the question. Given that vehicles are daxable, is it true that go-karts are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((11, 11), (21, 24))",0.8445000648498535
artichoke,animal,artichokes,animals,no,high,"Answer the question. Given that animals are daxable, is it true that artichokes are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 12), (22, 24))",0.4574534595012665
grass,food,grass,food,no,high,"Answer the question. Given that food is daxable, is it true that grass is daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((14, 14), (24, 24))",0.43860289454460144
sifter,food,sifters,food,no,high,"Answer the question. Given that food is daxable, is it true that sifters are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 12), (22, 24))",0.4229786694049835
kiwi,vegetable,kiwis,vegetables,no,high,"Answer the question. Given that vegetables are daxable, is it true that kiwis are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 12), (22, 24))",0.8676961064338684
mole,animal,moles,animals,yes,high,"Answer the question. Given that animals are daxable, is it true that moles are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((13, 13), (23, 24))",0.8776630759239197
water heater,tool,water heaters,tools,no,high,"Answer the question. Given that tools are daxable, is it true that water heaters are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 12), (22, 24))",0.7383584380149841
minivan,container,minivans,containers,no,high,"Answer the question. Given that containers are daxable, is it true that minivans are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 12), (22, 24))",0.6779246926307678
ice-cream cone,dessert,ice-cream cones,desserts,yes,high,"Answer the question. Given that desserts are daxable, is it true that ice-cream cones are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((8, 9), (19, 24))",0.7994369268417358
juicer,kitchen tool,juicers,kitchen tools,yes,low,"Answer the question. Given that kitchen tools are daxable, is it true that juicers are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((11, 12), (22, 24))",0.6965757012367249
rifle,tool,rifles,tools,no,high,"Answer the question. Given that tools are daxable, is it true that rifles are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((13, 13), (23, 24))",0.6877080202102661
razor blade,animal,razor blades,animals,no,low,"Answer the question. Given that animals are daxable, is it true that razor blades are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((11, 11), (21, 24))",0.12153469026088715
casserole,food,casseroles,food,yes,high,"Answer the question. Given that food is daxable, is it true that casseroles are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 12), (22, 24))",0.8086446523666382
pillow,clothing,pillows,clothing,no,high,"Answer the question. Given that clothing is daxable, is it true that pillows are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((13, 13), (23, 24))",0.6567555665969849
bamboo,plant,bamboos,plants,yes,low,"Answer the question. Given that plants are daxable, is it true that bamboos are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 12), (22, 24))",0.786861777305603
hula hoop,toy,hula hoops,toys,yes,low,"Answer the question. Given that toys are daxable, is it true that hula hoops are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((11, 11), (21, 24))",0.5841255187988281
pinball,electronic device,pinballs,electronic devices,yes,high,"Answer the question. Given that electronic devices are daxable, is it true that pinballs are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((11, 12), (22, 24))",0.5188801884651184
yak,kitchen tool,yaks,kitchen tools,no,low,"Answer the question. Given that kitchen tools are daxable, is it true that yaks are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 13), (23, 24))",0.09806083887815475
golf cart,fruit,golf carts,fruits,no,low,"Answer the question. Given that fruits are daxable, is it true that golf carts are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 12), (22, 24))",0.08544192463159561
music box,home decor,music boxes,home decor,no,high,"Answer the question. Given that home decor is daxable, is it true that music boxes are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 13), (23, 24))",0.5807258486747742
staple,office supply,staples,office supplies,yes,high,"Answer the question. Given that office supplies are daxable, is it true that staples are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((11, 12), (22, 24))",0.7212351560592651
bulletproof vest,protective clothing,bulletproof vests,protective clothing,yes,high,"Answer the question. Given that protective clothing is daxable, is it true that bulletproof vests are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((10, 11), (21, 24))",0.8221014142036438
license plate,auto part,license plates,auto parts,yes,high,"Answer the question. Given that auto parts are daxable, is it true that license plates are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 13), (23, 24))",0.665920615196228
water bottle,container,water bottles,containers,yes,low,"Answer the question. Given that containers are daxable, is it true that water bottles are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((13, 13), (23, 24))",0.3293626308441162
hovercraft,fruit,hovercrafts,fruits,no,low,"Answer the question. Given that fruits are daxable, is it true that hovercrafts are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 12), (22, 24))",0.08717218041419983
alligator,kitchen tool,alligators,kitchen tools,no,low,"Answer the question. Given that kitchen tools are daxable, is it true that alligators are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((11, 12), (22, 24))",0.09812223166227341
panther,animal,panthers,animals,yes,high,"Answer the question. Given that animals are daxable, is it true that panthers are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((13, 13), (23, 24))",0.8718708753585815
chisel,weapon,chisels,weapons,no,high,"Answer the question. Given that weapons are daxable, is it true that chisels are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 12), (22, 24))",0.791109561920166
latte,drink,lattes,drinks,yes,high,"Answer the question. Given that drinks are daxable, is it true that lattes are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 12), (22, 24))",0.8927625417709351
landmine,weapon,landmines,weapons,yes,high,"Answer the question. Given that weapons are daxable, is it true that landmines are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 12), (22, 24))",0.6315968036651611
oatmeal,breakfast,oatmeal,breakfasts,yes,low,"Answer the question. Given that breakfasts are daxable, is it true that oatmeal is daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((10, 11), (21, 24))",0.8390908241271973
strainer,kitchen tool,strainers,kitchen tools,yes,high,"Answer the question. Given that kitchen tools are daxable, is it true that strainers are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 13), (23, 24))",0.7736848592758179
album,home decor,albums,home decor,yes,high,"Answer the question. Given that home decor is daxable, is it true that albums are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((13, 14), (24, 24))",0.5711311101913452
turtle,electronic device,turtles,electronic devices,no,low,"Answer the question. Given that electronic devices are daxable, is it true that turtles are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((11, 12), (22, 24))",0.11994979530572891
apple,food,apples,food,yes,high,"Answer the question. Given that food is daxable, is it true that apples are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((13, 13), (23, 24))",0.7655970454216003
hairpin,clothing,hairpins,clothing,no,high,"Answer the question. Given that clothing is daxable, is it true that hairpins are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 12), (22, 24))",0.6525012254714966
handbrake,auto part,handbrakes,auto parts,yes,high,"Answer the question. Given that auto parts are daxable, is it true that handbrakes are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((11, 12), (22, 24))",0.777481734752655
raincoat,outerwear,raincoats,outerwear,yes,high,"Answer the question. Given that outerwear is daxable, is it true that raincoats are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((11, 12), (22, 24))",0.8183624148368835
crow,mammal,crows,mammals,no,high,"Answer the question. Given that mammals are daxable, is it true that crows are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 13), (23, 24))",0.8865979313850403
turkey,livestock,turkeys,livestocks,yes,high,"Answer the question. Given that livestocks are daxable, is it true that turkeys are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((11, 13), (23, 24))",0.8830289244651794
zipper,bird,zippers,birds,no,low,"Answer the question. Given that birds are daxable, is it true that zippers are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((13, 13), (23, 24))",0.08693069219589233
parfait,food,parfaits,food,yes,high,"Answer the question. Given that food is daxable, is it true that parfaits are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((11, 11), (21, 24))",0.7698441743850708
brussels sprouts,tool,brussels sprouts,tools,no,low,"Answer the question. Given that tools are daxable, is it true that brussels sprouts are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((10, 10), (20, 24))",0.10138904303312302
coffee bean,food,coffee beans,food,yes,high,"Answer the question. Given that food is daxable, is it true that coffee beans are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((13, 13), (23, 24))",0.7668177485466003
aloe,food,aloe,food,no,high,"Answer the question. Given that food is daxable, is it true that aloe is daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((13, 13), (23, 24))",0.5250586271286011
crab,sea animal,crabs,sea animals,yes,high,"Answer the question. Given that sea animals are daxable, is it true that crabs are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 13), (23, 24))",0.8832406401634216
