premise,conclusion,hypernymy,similarity_raw,similarity_binary,premise_form,conclusion_form
headwear,scallop,no,0.15595930814743042,low,headwear,scallops
clothing,raisin,no,0.15452174842357635,low,clothing,raisins
sea animal,clam,yes,0.7518448233604431,high,sea animals,clams
tool,nail file,yes,0.7826998233795166,high,tools,nail files
container,hot-water bottle,yes,0.34509190917015076,low,containers,hot-water bottles
food,sweet potato,yes,0.7731173038482666,high,food,sweet potatoes
plant,celery,no,0.898038387298584,high,plants,celeries
women's clothing,cranberry,no,0.15096284449100494,low,women's clothes,cranberries
musical instrument,bongo,yes,0.8644244074821472,high,musical instruments,bongos
kitchen equipment,coffeemaker,yes,0.868868350982666,high,kitchen equipment,coffeemakers
vehicle,go-kart,yes,0.8445000648498535,high,vehicles,go-karts
electronic device,yak,no,0.11507254838943481,low,electronic devices,yaks
animal,fox,yes,0.8828212022781372,high,animals,foxes
animal,blowgun,no,0.4444747269153595,high,animals,blowguns
food,pocket,no,0.13424940407276154,low,food,pockets
breakfast,dumpling,no,0.8758622407913208,high,breakfasts,dumplings
office supply,ruler,no,0.7435746192932129,high,office supplies,rulers
animal,pocket watch,no,0.12407781928777695,low,animals,pocket watches
food,swordfish,yes,0.2978390157222748,low,food,swordfish
vehicle,car seat,no,0.7731162905693054,high,vehicles,car seats
clothing,beet,no,0.1561468541622162,low,clothing,beets
vegetable,hummus,no,0.8470446467399597,high,vegetables,hummus
toy,beachball,yes,0.7686188817024231,high,toys,beachballs
dessert,caramel,yes,0.7071985006332397,low,desserts,caramels
container,caterpillar,no,0.11332221329212189,low,containers,caterpillars
food,papaya,yes,0.7928571105003357,high,food,papayas
clothing,coverall,yes,0.7388829588890076,high,clothing,coveralls
fastener,cufflink,yes,0.6809574961662292,low,fasteners,cufflinks
seafood,crutch,no,0.08541210740804672,low,seafood,crutches
seafood,dumpling,no,0.8632197380065918,high,seafood,dumplings
animal,checkers,no,0.11954646557569504,low,animals,checkers
mammal,handbrake,no,0.10132354497909546,low,mammals,handbrakes
food,bonsai,no,0.4185786545276642,high,food,bonsai
animal,crate,no,0.11958058923482895,low,animals,crates
seafood,tank,no,0.15304787456989288,high,seafood,tanks
school supply,pen,yes,0.7342818379402161,high,school supplies,pens
vegetable,cruise ship,no,0.09542558342218399,low,vegetables,cruise ships
animal,sledgehammer,no,0.12028522789478302,low,animals,sledgehammers
container,mug,yes,0.23092201352119446,low,containers,mugs
headwear,hood,yes,0.8409077525138855,high,headwear,hoods
kitchen equipment,food processor,no,0.8649544715881348,high,kitchen equipment,food processors
food,walnut,yes,0.7669886350631714,high,food,walnuts
insect,printer,no,0.1031331717967987,low,insects,printers
home decor,birdbath,yes,0.5012679696083069,low,home decor,birdbaths
home decor,abacus,yes,0.5272789001464844,low,home decor,abacuses
electronic device,videogame,no,0.733681321144104,high,electronic devices,videogames
home decor,pillow,yes,0.5238762497901917,low,home decor,pillows
tool,pogo stick,no,0.7681641578674316,high,tools,pogo sticks
food,glass,no,0.4103560447692871,high,food,glasses
kitchen equipment,hawk,no,0.0846191868185997,low,kitchen equipment,hawks
dessert,station wagon,no,0.09333387762308121,low,desserts,station wagons
livestock,doorhandle,no,0.09367374330759048,low,livestocks,doorhandles
condiment,syrup,yes,0.7681130170822144,low,condiments,syrups
food,dresser,no,0.1429295390844345,low,food,dressers
outerwear,cloak,yes,0.8788129091262817,high,outerwear,cloaks
clothing,cape,yes,0.8115179538726807,high,clothing,capes
clothing,ski boots,yes,0.6279849410057068,low,clothing,ski boots
animal,lightning bug,no,0.8078332543373108,high,animals,lightning bugs
toy,slingshot,yes,0.4193500280380249,low,toys,slingshots
toy,artichoke,no,0.13498318195343018,low,toys,artichokes
animal,puppy,yes,0.8505988121032715,high,animals,puppies
tool,bottle opener,yes,0.8640386462211609,high,tools,bottle openers
food,sprouts,yes,0.7675793170928955,high,food,sprouts
food,pot,no,0.5325691103935242,high,food,pots
headwear,visor,no,0.8116456270217896,high,headwear,visors
fastener,hyena,no,0.10974885523319244,low,fasteners,hyenas
garden tool,coleslaw,no,0.12799619138240814,low,garden tools,coleslaws
weapon,cannonball,yes,0.40213489532470703,high,weapons,cannonballs
mammal,warthog,yes,0.9306977987289429,high,mammals,warthogs
food,jam,yes,0.7840519547462463,high,food,jams
garden tool,pliers,no,0.8076820969581604,high,garden tools,pliers
furniture,mattress,yes,0.773476243019104,high,furniture,mattresses
clothing,fishnet stockings,yes,0.8078493475914001,high,clothing,fishnet stockings
food,chair,no,0.12584425508975983,low,food,chairs
medical equipment,plaster cast,yes,0.6792087554931641,high,medical equipment,plaster casts
container,bag,yes,0.3496605455875397,low,containers,bags
protective clothing,sweatsuit,no,0.7925307750701904,high,protective clothing,sweatsuits
animal,headlight,no,0.11894521862268448,low,animals,headlights
food,coffee pot,no,0.4121025502681732,high,food,coffee pots
jewelry,barrette,yes,0.885123074054718,high,jewelry,barrettes
home decor,jukebox,no,0.5486973524093628,high,home decor,jukeboxes
protective clothing,yolk,no,0.11540459096431732,low,protective clothing,egg yolks
mammal,ostrich,no,0.9022321105003357,high,mammals,ostriches
clothing,belt buckle,no,0.6437243223190308,high,clothing,belt buckles
tool,wrench,yes,0.9398362636566162,high,tools,wrenches
food,cordon bleu,no,0.7954572439193726,high,food,cordon bleu sandwiches
seafood,snail,yes,0.6521045565605164,high,seafood,snails
water vehicle,kayak,yes,0.9367030262947083,high,water vehicles,kayaks
tool,clipper,no,0.795135498046875,high,tools,clippers
home decor,globe,yes,0.5551297068595886,high,home decor,globes
kitchen equipment,oven,yes,0.8588113784790039,high,kitchen equipment,ovens
vehicle,tractor,yes,0.8525521159172058,high,vehicles,tractors
food,birthday cake,yes,0.6969444751739502,high,food,birthday cakes
animal,blowtorch,no,0.11660061031579971,low,animals,blowtorches
electronic device,camera,yes,0.7629278302192688,high,electronic devices,cameras
food,macadamia,yes,0.7964921593666077,high,food,macadamia nuts
headwear,bowler hat,no,0.8469991087913513,high,headwear,bowler hats
musical instrument,french horn,yes,0.9287711977958679,high,musical instruments,french horns
mammal,sloth,yes,0.9169098734855652,high,mammals,sloths
kitchen tool,spoon,yes,0.8062201738357544,high,kitchen tools,spoons
animal,beaver,yes,0.8919429779052734,high,animals,beavers
toy,hula hoop,yes,0.5841255187988281,low,toys,hula hoops
food,soda,no,0.7187057733535767,high,food,sodas
animal,cougar,yes,0.8806159496307373,high,animals,cougars
bird,television,no,0.0873611718416214,high,birds,televisions
food,taxi,no,0.13648702204227448,low,food,taxis
container,pistachio,no,0.10772467404603958,low,containers,pistachios
vehicle,orange,no,0.10794106125831604,low,vehicles,oranges
container,bear,no,0.1111924797296524,low,containers,bears
tool,ladybug,no,0.09359783679246902,low,tools,ladybugs
vehicle,bomb,no,0.7406927347183228,high,vehicles,bombs
clothing,pants,yes,0.8643556237220764,high,clothing,pants
plant,pine tree,no,0.9059327244758606,high,plants,pine trees
tool,soldering iron,no,0.8394784331321716,high,tools,soldering irons
animal,pot,no,0.11567739397287369,low,animals,pots
food,lamb chop,no,0.7890899181365967,high,food,lamb chops
dessert,peanut butter,no,0.8812530040740967,high,desserts,peanut butter
vegetable,cucumber,yes,0.8599685430526733,high,vegetables,cucumbers
accessory,vest,no,0.7650377154350281,high,accessories,vests
vehicle,snowmobile,yes,0.8708664178848267,high,vehicles,snowmobiles
seafood,sardine,yes,0.9120527505874634,high,seafood,sardines
bird,donkey,no,0.8756448030471802,high,birds,donkeys
animal,steering wheel,no,0.12168411910533905,low,animals,steering wheels
dessert,smoothie,no,0.8663857579231262,high,desserts,smoothies
electronic device,water heater,no,0.7346940636634827,high,electronic devices,water heaters
clothing,appetizer,no,0.15058106184005737,low,clothing,appetizers
clothing,sweater,yes,0.864496648311615,high,clothing,sweaters
home decor,teacup,no,0.5530152916908264,high,home decor,teacups
animal,needle,no,0.12226127833127975,low,animals,needles
office supply,fountain pen,yes,0.7596173286437988,high,office supplies,fountain pens
food,clam,yes,0.6596079468727112,high,food,clams
animal,nail polish,no,0.12117181718349457,low,animals,nail polish
dessert,enchilada,no,0.8453776240348816,high,desserts,enchiladas
food,berry,yes,0.7964982986450195,high,food,berries
food,caramel,yes,0.6777381300926208,high,food,caramels
animal,penguin,yes,0.8391022086143494,high,animals,penguins
food,nightstand,no,0.13811832666397095,low,food,nightstands
mammal,koala,yes,0.9186724424362183,high,mammals,koalas
tool,spear,no,0.811525285243988,high,tools,spears
food,coffee bean,yes,0.7668177485466003,high,food,coffee beans
home decor,scorpion,no,0.19744978845119476,low,home decor,scorpions
tool,gyroscope,no,0.7347570061683655,high,tools,gyroscopes
food,creme brulee,no,0.7638946771621704,high,food,creme brulee
accessory,underwear,no,0.7755149006843567,high,accessories,underwear
home decor,wreath,yes,0.6078892350196838,high,home decor,wreaths
toy,noisemaker,yes,0.8281642198562622,high,toys,noisemakers
mammal,sewing machine,no,0.10050011426210403,low,mammals,sewing machines
food,tea,no,0.6764296293258667,high,food,tea
food,wallet,no,0.13229450583457947,low,food,wallets
candy,saw,no,0.0870460793375969,low,candy,saws
clothing,anklet,no,0.7323407530784607,high,clothing,anklets
food,grater,no,0.42103302478790283,high,food,graters
weapon,peppermint,no,0.12409162521362305,low,weapons,peppermints
mammal,goblet,no,0.09998834133148193,low,mammals,goblets
food,strawberry,yes,0.7765364646911621,high,food,strawberries
container,wallet,yes,0.43757060170173645,low,containers,wallets
animal,praying mantis,yes,0.8360288739204407,high,animals,praying mantises
dessert,berry,no,0.8629467487335205,high,desserts,berries
dessert,cheese,yes,0.7376639246940613,low,desserts,cheeses
furniture,lizard,no,0.1169317215681076,low,furniture,lizards
animal,polar bear,yes,0.8609278202056885,high,animals,polar bears
outerwear,snack,no,0.13205508887767792,low,outerwear,snacks
vegetable,tomato,yes,0.8643250465393066,high,vegetables,tomatoes
livestock,handbrake,no,0.09378886967897415,low,livestocks,handbrakes
mammal,parrot,no,0.8591217398643494,high,mammals,parrots
tool,sandpaper,yes,0.6710060834884644,high,tools,sandpapers
animal,bee,yes,0.8470398783683777,high,animals,bees
drink,penguin,no,0.1163066029548645,low,drinks,penguins
vegetable,dirt bike,no,0.09478123486042023,low,vegetables,dirt bikes
food,vial,no,0.1379009187221527,low,food,vials
livestock,button,no,0.09377478063106537,low,livestocks,buttons
livestock,ram,yes,0.919790506362915,high,livestocks,rams
candy,jelly bean,yes,0.9415358304977417,high,candy,jelly beans
weapon,bat,yes,0.6348446011543274,high,weapons,bats
food,souffle,yes,0.7948032021522522,high,food,souffles
outerwear,glove,yes,0.6766013503074646,high,outerwear,gloves
vehicle,onion,no,0.10916407406330109,low,vehicles,onions
fastener,nail,yes,0.7137120366096497,high,fasteners,nails
furniture,coat rack,yes,0.6351527571678162,high,furniture,coat racks
container,water heater,yes,0.538002610206604,low,containers,water heaters
food,cream cheese,no,0.697283923625946,high,food,cream cheese
food,insole,no,0.1409057080745697,low,food,insoles
food,yogurt,yes,0.767629861831665,high,food,yogurts
fastener,ratchet,no,0.7080269455909729,high,fasteners,ratchets
furniture,filing cabinet,no,0.7118347883224487,high,furniture,filing cabinets
dessert,raspberry,no,0.8573419451713562,high,desserts,raspberries
home decor,weasel,no,0.19969409704208374,low,home decor,weasels
weapon,pliers,no,0.7185845375061035,high,weapons,pliers
weapon,rice,no,0.12429995089769363,low,weapons,rice
livestock,rat,no,0.9306801557540894,high,livestocks,rats
insect,bug,yes,0.931029736995697,high,insects,bugs
food,centrifuge,no,0.1332045942544937,low,food,centrifuges
outerwear,jumpsuit,yes,0.8735766410827637,high,outerwear,jumpsuits
clothing,handkerchief,no,0.6865910291671753,high,clothing,handkerchiefs
food,easter egg,yes,0.6759337186813354,high,food,easter eggs
accessory,bolo tie,yes,0.7892838716506958,high,accessories,bolo ties
food,figurine,no,0.13915401697158813,low,food,figurines
drink,whip,no,0.11787281930446625,low,drinks,whips
auto part,windshield,yes,0.7686022520065308,high,auto parts,windshields
school supply,ticktacktoe,no,0.6602519750595093,high,school supplies,tick-tack-toe
food,rabbit,yes,0.3049001395702362,low,food,rabbits
headwear,headband,yes,0.8731653690338135,high,headwear,headbands
animal,mulberry,no,0.43518802523612976,high,animals,mulberries
water vehicle,baklava,no,0.10051635652780533,low,water vehicles,baklavas
breakfast,defibrillator,no,0.10931616276502609,low,breakfasts,defibrillators
musical instrument,amplifier,no,0.8248410820960999,high,musical instruments,amplifiers
tool,flyswatter,yes,0.6014776825904846,low,tools,flyswatters
food,belt,no,0.12759706377983093,low,food,belts
weapon,axe,yes,0.7760103940963745,high,weapons,axes
insect,spider,no,0.9323298931121826,high,insects,spiders
tool,radish,no,0.09844762831926346,low,tools,radishes
container,tent,yes,0.47331827878952026,low,containers,tents
candy,chocolate,yes,0.8138807415962219,low,candy,chocolates
fruit,papaya,yes,0.9128484725952148,high,fruits,papayas
food,spareribs,yes,0.7536556720733643,high,food,spareribs
kitchen tool,whisk,yes,0.8093186020851135,high,kitchen tools,whisks
animal,razor blade,no,0.12153469026088715,low,animals,razor blades
medical equipment,vial,yes,0.6805617213249207,high,medical equipment,vials
toiletry,shower cap,yes,0.5594565868377686,low,toiletries,shower caps
office supply,pencil sharpener,yes,0.712601363658905,high,office supplies,pencil sharpeners
food,almond,yes,0.7830880880355835,high,food,almonds
tool,switch,yes,0.70884108543396,high,tools,switches
headwear,top hat,no,0.8341781497001648,high,headwear,top hats
animal,daisy,no,0.5482521653175354,high,animals,daisies
insect,teacup,no,0.10255126655101776,low,insects,teacups
animal,apple tree,no,0.4868258237838745,high,animals,apple trees
container,breadbox,yes,0.39300450682640076,low,containers,breadboxes
auto part,spark plug,yes,0.7109121680259705,high,auto parts,spark plugs
toy,stamp,no,0.8141261339187622,high,toys,stamps
furniture,coffee table,yes,0.7892210483551025,high,furniture,coffee tables
accessory,pantsuit,no,0.7755076885223389,high,accessories,pantsuits
bird,chicken,yes,0.8751329779624939,high,birds,chicken
container,footbath,yes,0.21603092551231384,low,containers,footbaths
food,pocketknife,no,0.14665503799915314,low,food,pocketknives
candy,camcorder,no,0.08700684458017349,low,candy,camcorders
tool,air pump,no,0.8052555918693542,high,tools,air pumps
food,tomato sauce,no,0.7782876491546631,high,food,tomato sauce
women's clothing,stockings,yes,0.8515578508377075,low,women's clothes,stockings
